Zip Code Name,Territory: ID,Territory: Territory Name,Territory Role,
31543,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31544,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31545,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31546,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31547,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31548,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31549,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28054,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28055,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28056,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28070,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28071,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28072,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28073,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28074,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28075,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28076,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28077,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28078,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28079,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28080,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28210,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28211,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28212,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28213,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28214,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28215,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28216,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28217,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28218,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28219,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28220,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28221,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28222,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28223,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28224,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28226,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28227,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28228,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28229,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28230,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28231,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28232,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31550,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31551,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31552,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31553,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31554,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31555,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31556,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31557,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31558,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31560,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31561,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31562,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31563,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31564,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31565,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31566,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31567,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31568,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31569,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31598,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31599,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31601,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31602,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31603,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31604,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31605,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31606,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31620,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31622,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31623,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31624,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31625,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31626,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31627,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31629,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31630,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31631,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31632,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31634,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31635,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31636,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28105,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28106,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28081,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28082,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28107,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28083,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28086,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28108,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28088,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28089,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28109,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28090,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28091,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28092,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28110,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28093,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28097,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28111,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28112,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28098,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28101,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28114,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28102,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28103,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28115,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28104,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28117,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28233,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28234,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28235,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28236,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28237,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28241,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28242,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28243,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28244,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28246,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28247,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28250,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28253,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28254,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28255,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28256,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28258,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28260,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28262,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28263,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28265,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28266,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28269,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31637,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31638,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31639,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31641,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31642,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31643,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31645,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31647,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31648,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31649,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31650,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31698,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31699,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31701,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31702,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31703,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31704,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31705,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31706,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31707,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31708,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31709,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31711,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31712,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31714,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31716,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31719,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31720,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31721,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31722,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31727,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31730,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31733,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31735,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31738,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31739,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31743,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31744,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31747,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31749,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31750,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28119,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28120,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28123,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28124,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28125,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31753,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31756,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31757,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31758,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31760,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31763,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31764,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31765,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31768,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31769,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31771,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31772,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31773,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31774,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31775,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31776,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31778,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31779,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31780,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31781,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31782,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31783,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31784,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31787,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31788,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31789,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31790,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31791,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31792,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31793,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31794,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31795,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31796,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31798,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31799,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31801,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31803,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31804,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31805,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31806,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31807,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28270,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28271,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28272,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28273,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
28274,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31808,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31810,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31811,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31812,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31814,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31815,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31816,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31820,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31821,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31822,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31823,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31824,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31825,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31826,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31827,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31829,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31830,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31831,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31832,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31833,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31836,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31901,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31327,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31328,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31329,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31331,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31333,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31401,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31402,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31403,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31404,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31405,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31406,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31407,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31408,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31409,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
31410,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35004,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35005,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35006,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35007,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35010,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35011,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35013,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35014,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35015,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38843,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38844,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38846,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38847,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38848,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38849,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38850,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38851,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38852,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38855,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38856,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38857,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38858,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38859,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38860,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38862,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38863,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38864,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38865,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38866,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38868,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38869,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38870,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38871,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38873,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38874,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38875,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38876,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38877,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38878,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38879,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38880,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38901,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38902,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38913,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38914,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38915,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38916,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38917,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38920,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35016,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35019,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35020,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35021,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35022,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35023,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35031,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35032,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35033,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35034,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35035,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35036,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35038,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35040,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35042,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35043,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35044,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35045,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35046,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35048,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35049,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35051,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35052,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35053,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35054,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35055,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35056,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35057,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35058,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35060,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
35061,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38921,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38922,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38923,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38924,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38925,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38926,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38927,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38928,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38929,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38930,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38935,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38940,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38941,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38943,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38944,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38945,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38946,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38947,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38948,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38949,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38950,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38951,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38952,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
38953,a003600000IBbn5,RM - MS/TN/AL/GA/SC/NC,RM,
