Zip Code Name,Territory: ID,Territory: Territory Name,Territory Role,
79929,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79930,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79931,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79932,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79934,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79935,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79936,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79937,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79938,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79940,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79941,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79942,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79943,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79944,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79945,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79946,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79947,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79948,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79949,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79950,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79951,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79952,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79953,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79954,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79955,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79958,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79960,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
66761,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
66762,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
66763,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
66767,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
66769,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
66770,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
66771,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
66772,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79968,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79976,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79978,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79980,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79990,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79995,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79996,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79997,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79998,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79999,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
79961,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67643,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67644,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67646,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67647,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67648,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67649,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67650,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67651,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67653,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67654,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67656,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67657,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67658,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67659,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67660,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67661,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67663,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67664,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67665,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67667,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67669,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67671,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67672,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67673,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67674,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67675,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67701,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67730,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67731,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67732,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67733,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67734,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67735,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67736,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67737,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67738,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
67645,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
78535,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
78536,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77045,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77046,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77078,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77079,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77080,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77081,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77082,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77083,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77047,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77048,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77049,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77050,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77051,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77052,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77053,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77054,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77055,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77056,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77057,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77058,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77059,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77060,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77061,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77062,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77063,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77064,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77065,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77066,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77067,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77068,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77069,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77070,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77071,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77072,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77073,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77074,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77075,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77076,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77077,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77251,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77252,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77253,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77254,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77255,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77256,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77257,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77258,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77259,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77261,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77262,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77215,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77216,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77217,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77218,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77219,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77220,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77221,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77222,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77223,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77224,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77225,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77226,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77227,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77228,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76878,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76880,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76882,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76883,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76884,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76885,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76886,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76887,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76888,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76890,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76901,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76902,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76903,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76904,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76905,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76906,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76908,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76909,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76930,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76932,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76933,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76934,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76935,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76936,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76937,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76939,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76940,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76941,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76943,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76945,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76949,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76950,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76951,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76953,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76955,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76957,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
76958,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77001,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77002,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77003,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77004,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77005,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77006,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77007,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77008,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77009,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77010,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77011,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77012,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77013,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77014,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77015,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77016,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77084,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77085,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77086,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77087,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77088,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77089,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77090,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77091,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77092,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77093,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77094,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77095,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77096,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77098,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77099,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77201,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77202,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77203,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77204,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77205,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77206,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77207,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77208,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77209,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77210,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77212,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77213,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77017,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77018,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77019,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77020,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77021,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77022,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77024,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77025,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77026,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77027,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77028,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77029,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77030,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77031,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77032,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77033,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77034,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77035,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77036,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77037,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77038,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77039,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77040,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77041,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77042,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77043,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77044,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77023,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77229,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77230,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77231,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77233,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77234,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77235,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77236,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77237,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77238,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77240,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77241,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77242,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77243,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77244,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77245,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77248,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77249,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77267,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77268,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77269,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77270,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77263,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77271,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77272,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77273,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77274,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77265,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
77266,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71642,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71643,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71644,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71646,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71647,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71651,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71652,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71653,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71654,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71655,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71656,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71657,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71658,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71640,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71659,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71660,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71661,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71662,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71663,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71665,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71666,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71667,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71670,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71671,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71674,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71675,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71676,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71677,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71678,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71701,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71711,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71720,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75019,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75020,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75021,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75022,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75023,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75024,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75025,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75026,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75027,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75028,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75029,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75030,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75032,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75033,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75034,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75035,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75038,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75039,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75040,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75041,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75163,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75164,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75165,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75166,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75167,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75168,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75169,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
78373,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
78374,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75091,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75092,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75093,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75094,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75097,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75098,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75099,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75101,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75102,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75103,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75104,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75105,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75106,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75109,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75110,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75114,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75115,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75116,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75117,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75118,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75119,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75120,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75172,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75173,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75180,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75181,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75182,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75185,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75187,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75189,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75201,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75202,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75203,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75204,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75205,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75206,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75207,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75208,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75209,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
75210,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
78061,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
78062,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
78063,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
78064,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
78065,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
78066,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
78067,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
78069,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71253,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71254,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71256,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71259,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
71260,a003600000IBbnC,RM - KS/OK/AR/LA/TX,RM,
